timestamp,j1_pos,j2_pos,j3_pos,j4_pos,j5_pos,j6_pos,j1_vel,j2_vel,j3_vel,j4_vel,j5_vel,j6_vel,j1_acc,j2_acc,j3_acc,j4_acc,j5_acc,j6_acc,j1_eff,j2_eff,j3_eff,j4_eff,j5_eff,j6_eff
18.841,-0.0012079431565092946,0.0005727588996533584,-0.0007554518186498882,0.0003562457368673222,0.0005873612543982887,0.000350255867421545,-0.00569805481654099,0.0647614577705693,0.0006052909647586008,0.0009757236113823176,0.00026779668168147586,8.448667512513108e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.861,-0.0012079199981060995,0.000572494752755226,-0.0007554360486441425,0.0003561944362617808,0.0005873209688616043,0.0003502649677047387,-0.005199839900158188,0.06452154300020674,0.000621167968369446,0.0009249869182608172,0.00022901543640698688,9.418913544786967e-05,0.024910745819140653,-0.011995738518128218,0.0007938501805422773,-0.0025368346560750697,-0.00193906226372449,0.00048512301613693945,0.0,0.0,0.0,0.0,0.0,0.0
18.881,-0.0012257097861487765,0.0005731315978616536,-0.0007554231848221349,0.0003561583116171718,0.0005873277630819018,0.0003502687529266524,-0.006294520950584944,0.0651604897115288,0.0006334912229461476,0.0008908273325706484,0.00023205793695585137,9.9030855851584e-05,-0.054734052521338956,0.03194733556610359,0.0006161627288350922,-0.0017079792845084794,0.0001521250274432275,0.00024208602018572183,0.0,0.0,0.0,0.0,0.0,0.0
18.901,-0.0012109429328592825,0.0005718011336535156,-0.0007546010424963612,0.0003556606049217592,0.0005889970869077388,0.00034978338969082756,-0.006795765870079286,0.06481260128288746,0.0005947370852703165,0.0010013732189656094,0.00030376824546736545,7.874616170711057e-05,-0.025062245974717647,-0.017394421432067136,-0.0019377068837915924,0.0055272943197481675,0.0035855154255757804,-0.001014234707223693,0.0,0.0,0.0,0.0,0.0,0.0
18.921,-0.001215208488838826,0.0005577859148688802,-0.000743486383134595,0.0003477279552326351,0.0006095691069969433,0.0003437466051350313,-0.005415135598058173,0.06468822875173891,0.000620898515786214,0.0009747790432824976,0.0002742139022050916,9.108109046143675e-05,0.06903151360105712,-0.006218626557427797,0.0013080715257949018,-0.001329708784155615,-0.001477717163113724,0.0006167464377163221,0.0,0.0,0.0,0.0,0.0,0.0
18.941,0.0020648427815119774,0.0005145999134752444,-0.0007088232733343247,0.0003230208886080277,0.0006739150075674161,0.00032486385578689436,-0.005214071034922323,0.06467880730688487,0.000637021385810857,0.0009587628490084488,0.00025988364143596145,9.830285950071516e-05,0.010053228156792734,-0.0004710722427019132,0.0008061435012321654,-0.0008008097137024609,-0.0007165130384565226,0.00036108845196392784,0.0,0.0,0.0,0.0,0.0,0.0
18.961,-0.0012312908218046204,0.00044873909653109223,-0.0006386500305133325,0.0002727270919580249,0.0008035457191652995,0.00028674783065252285,0.0009777878281193473,0.08590794734118964,0.0008383379774525856,0.0006182790683000317,-0.00029651131149166076,0.00015450894584682212,0.30959294315209007,1.0614570017152614,0.010065829582086648,-0.01702418903542122,-0.027819747646381704,0.002810304317305408,0.0,0.0,0.0,0.0,0.0,0.0
18.981,0.0011944697625478895,0.0002833890918418902,-0.0005228810450033095,0.00019049992855535436,0.0010194157079439492,0.0002234633272655273,-0.005718306660515842,0.06480748968266549,0.0006057238812652715,0.0009753413467552402,0.00026774827536790117,8.449747518765593e-05,-0.3348047244317071,-1.0550228829260428,-0.011630704809363887,0.017853113922757638,0.028212979342973687,-0.003500573532957762,0.0,0.0,0.0,0.0,0.0,0.0
19.001,0.0019007027132467158,7.300379862584805e-05,-0.0003521172782203763,6.876313743475748e-05,0.001336626620212833,0.0001303808478887447,-0.0056509491906207845,0.06427074171734275,0.0006181924221461965,0.000929383967882419,0.000247244967371418,9.241648039068351e-05,0.003367873494752943,-0.026837398266137697,0.0006234270440462619,-0.0022978689436411117,-0.0010251653998241815,0.00039595026015138714,0.0,0.0,0.0,0.0,0.0,0.0
19.021,0.00147775605922007,-0.0002207671437117753,-0.00011907459843918389,-9.742559733538769e-05,0.0017701245908492425,-8.856036827431524e-06,-0.003285179102674087,0.06361118987080354,0.0006218794414235146,0.0010070326218548503,0.00032569872646616947,8.547937651810777e-05,0.11828850439733739,-0.032977592326961104,0.00018435096386590748,0.0038824326986216513,0.003922687954737658,-0.00034685519362879407,0.0,0.0,0.0,0.0,0.0,0.0
19.041,0.0011949515379097164,-0.0005963987014014904,0.00018323370291106755,-0.0003128663864622183,0.0023316094059975256,-0.00016161826226657183,-0.0066651187040736495,0.06482028751433788,0.0005960715844829101,0.000988046960363434,0.0002875496720981365,7.93171754252947e-05,-0.1689969800699817,0.06045488217671845,-0.0012903928470302526,-0.0009492830745708372,-0.0019074527184016902,-0.00030811005464066,0.0,0.0,0.0,0.0,0.0,0.0
